date_clean,state,positive,negative,death,recovered,positiveIncrease,negativeIncrease,deathIncrease,totalTestResults,totalTestResultsIncrease,hospitalizedCurrently,hospitalizedCumulative,hospitalizedIncrease,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative
2020-10-16,VI,1329.0,21175.0,21.0,1294.0,2,137,1,22504.0,139,,,0,,,,
2020-10-16,VT,1915.0,174690.0,58.0,1687.0,12,867,0,342441.0,1866,1.0,,0,,,,
2020-10-16,WA,96185.0,2073007.0,2232.0,,676,22007,11,2169192.0,22683,274.0,7956.0,73,,,18.0,
2020-10-16,WI,175227.0,1590569.0,1588.0,130231.0,4105,10725,23,2815801.0,35157,1101.0,9027.0,135,274.0,1325.0,,
2020-10-16,WV,19580.0,647999.0,396.0,14269.0,498,10667,3,667579.0,11165,188.0,,0,70.0,,31.0,
2020-10-16,WY,8665.0,108754.0,57.0,6494.0,290,740,0,117419.0,1030,51.0,359.0,5,,,,
2020-10-15,AK,11348.0,508113.0,65.0,6066.0,165,2119,1,519461.0,2284,60.0,,0,,,7.0,
2020-10-15,AL,169162.0,1085415.0,2756.0,74238.0,1185,6939,50,1234074.0,7853,844.0,18635.0,0,,1914.0,,1091.0
2020-10-15,AR,96524.0,1094699.0,1645.0,86447.0,1278,11592,11,1186002.0,12660,587.0,6199.0,51,236.0,,103.0,760.0
2020-10-15,AS,0.0,1616.0,0.0,,0,0,0,1616.0,0,,,0,,,,
2020-10-15,AZ,228748.0,1377341.0,5789.0,37782.0,1113,10731,17,1601033.0,11831,726.0,20462.0,96,173.0,,75.0,
2020-10-15,CA,858401.0,15659411.0,16757.0,,3329,88996,118,16517812.0,92325,3078.0,,0,706.0,,,
2020-10-15,CO,80777.0,964490.0,2025.0,6968.0,692,6600,16,1602956.0,14324,405.0,8068.0,65,,,,
2020-10-15,CT,62028.0,1872541.0,4540.0,9651.0,167,15678,3,1934569.0,15845,191.0,12043.0,198,,,,
2020-10-15,DC,16166.0,434448.0,638.0,12681.0,34,2318,0,450614.0,2352,88.0,,0,22.0,,10.0,
2020-10-15,DE,22560.0,296073.0,661.0,11724.0,95,1715,1,492216.0,1608,111.0,,0,28.0,,,
2020-10-15,FL,735685.0,4898533.0,15932.0,,3286,24918,144,8887690.0,63585,2119.0,47223.0,212,,,,
2020-10-15,GA,336241.0,2893540.0,7492.0,,1640,23833,22,3229781.0,25483,1682.0,30081.0,163,,5580.0,,
2020-10-15,GU,3427.0,54038.0,62.0,2294.0,86,485,1,57465.0,571,72.0,,0,19.0,,4.0,
2020-10-15,HI,13872.0,295153.0,183.0,10883.0,99,0,10,462541.0,4069,105.0,961.0,10,27.0,,9.0,
2020-10-15,IA,98717.0,736889.0,1506.0,80203.0,1333,5020,9,835606.0,6353,482.0,,0,107.0,,49.0,
2020-10-15,ID,49892.0,298219.0,516.0,24983.0,645,1603,4,342870.0,2094,219.0,2122.0,36,56.0,492.0,,
2020-10-15,IL,334658.0,6199389.0,9373.0,,4015,63071,53,6534047.0,67086,1932.0,,0,388.0,,147.0,
2020-10-15,IN,141212.0,1380190.0,3864.0,105594.0,1943,8399,28,2450279.0,7707,1355.0,14353.0,125,377.0,2845.0,132.0,
2020-10-15,KS,69155.0,510672.0,838.0,2340.0,0,0,0,579827.0,0,488.0,3309.0,0,128.0,913.0,42.0,280.0
2020-10-15,KY,84195.0,1561184.0,1296.0,16928.0,1182,30356,20,1633080.0,31193,738.0,6506.0,27,192.0,1616.0,,
2020-10-15,LA,176952.0,2369055.0,5707.0,161792.0,743,25541,12,2546007.0,26284,566.0,,0,,,61.0,
2020-10-15,MA,141579.0,2333037.0,9672.0,118892.0,587,14169,25,4955322.0,59123,503.0,12946.0,13,92.0,,34.0,
2020-10-15,MD,133548.0,1637287.0,4028.0,7851.0,630,9551,6,2985460.0,28636,412.0,16255.0,40,109.0,,,
2020-10-15,ME,5836.0,520231.0,144.0,5070.0,20,5645,1,526067.0,5665,11.0,464.0,1,5.0,,1.0,
2020-10-15,MI,156913.0,4015076.0,7302.0,104271.0,2458,40119,34,4171989.0,42577,1000.0,,0,254.0,,95.0,
2020-10-15,MN,117106.0,1506411.0,2199.0,104547.0,1163,8943,19,2386848.0,19504,445.0,8652.0,67,115.0,2362.0,,
2020-10-15,MO,150554.0,1208692.0,2442.0,,1875,5210,22,2222854.0,16480,1443.0,,0,,,,
2020-10-15,MP,77.0,15456.0,2.0,29.0,0,0,0,15533.0,0,,4.0,0,,,,
2020-10-15,MS,108139.0,704655.0,3152.0,94165.0,1322,0,12,812794.0,1322,598.0,6237.0,0,138.0,,69.0,
2020-10-15,MT,20933.0,398899.0,230.0,12854.0,723,4530,5,419832.0,5253,301.0,959.0,39,,,,
2020-10-15,NC,238939.0,3261824.0,3874.0,206471.0,2532,30996,18,3500763.0,33528,1140.0,,0,296.0,,,
2020-10-15,ND,29653.0,235108.0,289.0,24336.0,706,822,12,710266.0,6732,207.0,1192.0,33,38.0,268.0,,
2020-10-15,NE,54467.0,469310.0,530.0,37122.0,924,3442,3,756460.0,12277,311.0,2593.0,38,,,,
2020-10-15,NH,9426.0,294150.0,463.0,8134.0,77,1880,5,518144.0,4692,18.0,761.0,1,,245.0,,
2020-10-15,NJ,216994.0,3853363.0,16197.0,35654.0,971,32519,6,4070357.0,33490,733.0,24092.0,115,178.0,,60.0,
2020-10-15,NM,34290.0,984739.0,921.0,19127.0,577,7132,3,1019029.0,7709,145.0,3789.0,31,,,,
2020-10-15,NV,87969.0,657375.0,1698.0,2293.0,655,-2729,7,1133788.0,9280,486.0,,0,142.0,,63.0,
2020-10-15,NY,479400.0,11995992.0,25618.0,78006.0,1460,131752,13,12475392.0,133212,897.0,89995.0,0,197.0,,95.0,
2020-10-15,OH,175843.0,3585136.0,5038.0,147063.0,2178,32149,5,3760979.0,34327,1041.0,16824.0,108,266.0,3507.0,134.0,
2020-10-15,OK,103836.0,1294932.0,1143.0,88780.0,1221,11878,11,1398768.0,13099,781.0,7601.0,72,293.0,,,
2020-10-15,OR,38525.0,730751.0,611.0,5870.0,365,7359,3,769276.0,7724,199.0,2868.0,20,49.0,,16.0,
2020-10-15,PA,177520.0,2089197.0,8432.0,142016.0,1598,14468,21,2266717.0,16066,799.0,,0,,,94.0,
2020-10-15,PR,27947.0,305972.0,743.0,25071.0,318,0,1,333919.0,318,354.0,,0,62.0,,37.0,
2020-10-15,RI,27438.0,359338.0,1149.0,2493.0,274,3439,2,927184.0,14925,129.0,2999.0,15,12.0,,5.0,
2020-10-15,SC,161106.0,1385502.0,3607.0,80460.0,1297,18746,14,1546608.0,20043,762.0,9798.0,63,204.0,,94.0,
2020-10-15,SD,31012.0,193227.0,304.0,23576.0,797,1121,13,224239.0,1918,304.0,2000.0,37,,,,
2020-10-15,TN,222827.0,3045836.0,2864.0,200164.0,2289,22553,36,3268663.0,24842,1331.0,9416.0,45,378.0,,173.0,
2020-10-15,TX,809808.0,6302082.0,16812.0,716015.0,4726,39488,95,7111890.0,44214,4263.0,,0,1290.0,,,
2020-10-15,UT,90461.0,833471.0,529.0,66683.0,1498,5413,2,1219473.0,13307,277.0,4511.0,51,99.0,1001.0,,400.0
2020-10-15,VA,162941.0,2173685.0,3388.0,18831.0,1331,21355,7,2326802.0,22433,1009.0,19840.0,86,220.0,,104.0,
2020-10-15,VI,1327.0,21038.0,20.0,1292.0,-1,179,0,22365.0,178,,,0,,,,
2020-10-15,VT,1903.0,173823.0,58.0,1685.0,14,456,0,340575.0,5127,6.0,,0,,,,
2020-10-15,WA,95509.0,2051000.0,2221.0,,734,21867,10,2146509.0,22601,281.0,7883.0,9,,,25.0,
2020-10-15,WI,171122.0,1579844.0,1565.0,127576.0,4040,11455,18,2780644.0,33859,1043.0,8892.0,138,264.0,1308.0,,
2020-10-15,WV,19082.0,637332.0,393.0,14066.0,264,6685,2,656414.0,6949,180.0,,0,60.0,,31.0,
2020-10-15,WY,8375.0,108014.0,57.0,6360.0,198,5165,0,116389.0,5363,51.0,354.0,2,,,,
2020-10-14,AK,11183.0,505994.0,64.0,5950.0,144,2244,4,517177.0,2388,56.0,,0,,,7.0,
2020-10-14,AL,167977.0,1078476.0,2706.0,74238.0,784,4352,41,1226221.0,5014,834.0,18635.0,195,,1907.0,,1085.0
2020-10-14,AR,95246.0,1083107.0,1634.0,85597.0,1079,9793,23,1173342.0,10677,582.0,6148.0,79,241.0,,112.0,755.0
2020-10-14,AS,0.0,1616.0,0.0,,0,0,0,1616.0,0,,,0,,,,
2020-10-14,AZ,227635.0,1366610.0,5772.0,37586.0,901,7263,5,1589202.0,8051,711.0,20366.0,54,163.0,,85.0,
2020-10-14,CA,855072.0,15570415.0,16639.0,,2666,89104,58,16425487.0,91770,3126.0,,0,753.0,,,
2020-10-14,CO,80085.0,957890.0,2009.0,6922.0,1048,8218,11,1588632.0,17303,385.0,8003.0,88,,,,
2020-10-14,CT,61861.0,1856863.0,4537.0,9522.0,164,8212,4,1918724.0,8376,188.0,11845.0,0,,,,
2020-10-14,DC,16132.0,432130.0,638.0,12627.0,64,5117,1,448262.0,5181,86.0,,0,24.0,,7.0,
2020-10-14,DE,22465.0,294358.0,660.0,11665.0,71,1000,1,490608.0,3707,116.0,,0,22.0,,,
2020-10-14,FL,732399.0,4873615.0,15788.0,,2808,18940,66,8824105.0,52615,2155.0,47011.0,258,,,,
2020-10-14,GA,334601.0,2869707.0,7470.0,,1297,22463,16,3204298.0,23760,1705.0,29918.0,156,,5546.0,,
2020-10-14,GU,3341.0,53553.0,61.0,2295.0,75,451,0,56894.0,526,62.0,,0,14.0,,4.0,
2020-10-14,HI,13773.0,295153.0,173.0,10834.0,61,0,4,458472.0,2354,109.0,951.0,12,26.0,,14.0,
2020-10-14,IA,97384.0,731869.0,1497.0,79121.0,1046,3338,12,829253.0,4384,473.0,,0,106.0,,46.0,
2020-10-14,ID,49247.0,296616.0,512.0,24699.0,584,2276,2,340776.0,2776,187.0,2086.0,28,54.0,487.0,,
2020-10-14,IL,330643.0,6136318.0,9320.0,,2862,49807,48,6466961.0,52669,1974.0,,0,390.0,,153.0,
2020-10-14,IN,139269.0,1371791.0,3836.0,104647.0,1165,5972,14,2442572.0,21445,1357.0,14228.0,113,396.0,2818.0,125.0,
2020-10-14,KS,69155.0,510672.0,838.0,2340.0,1293,6453,67,579827.0,7746,488.0,3309.0,70,128.0,913.0,42.0,280.0
2020-10-14,KY,83013.0,1530828.0,1276.0,16756.0,1322,9903,7,1601887.0,10882,711.0,6479.0,220,185.0,1606.0,,
2020-10-14,LA,176209.0,2343514.0,5695.0,161792.0,880,5996,16,2519723.0,6876,582.0,,0,,,64.0,
2020-10-14,MA,140992.0,2318868.0,9647.0,118892.0,580,12539,17,4896199.0,38684,499.0,12933.0,34,88.0,,28.0,
2020-10-14,MD,132918.0,1627736.0,4022.0,7812.0,575,8770,10,2956824.0,21891,417.0,16215.0,65,113.0,,,
2020-10-14,ME,5816.0,514586.0,143.0,5052.0,36,6088,0,520402.0,6124,8.0,463.0,0,3.0,,0.0,
2020-10-14,MI,154455.0,3974957.0,7268.0,104271.0,1593,28260,13,4129412.0,29853,899.0,,0,230.0,,95.0,
2020-10-14,MN,115943.0,1497468.0,2180.0,103830.0,1369,11181,-24,2367344.0,12220,487.0,8585.0,85,134.0,2346.0,,
2020-10-14,MO,148679.0,1203482.0,2420.0,,4449,-99955,-2,2206374.0,130675,1413.0,,0,,,,
2020-10-14,MP,77.0,15456.0,2.0,29.0,0,335,0,15533.0,335,,4.0,0,,,,
2020-10-14,MS,106817.0,704655.0,3140.0,94165.0,876,0,25,811472.0,876,633.0,6237.0,0,143.0,,72.0,
2020-10-14,MT,20210.0,394369.0,225.0,12068.0,599,4329,8,414579.0,4928,292.0,920.0,9,,,,
2020-10-14,NC,236407.0,3230828.0,3856.0,206471.0,1926,20726,40,3467235.0,22652,1152.0,,0,300.0,,,
2020-10-14,ND,28947.0,234286.0,277.0,23823.0,702,786,17,703534.0,7466,206.0,1159.0,33,39.0,262.0,,
2020-10-14,NE,53543.0,465868.0,527.0,36950.0,704,3214,5,744183.0,9491,315.0,2555.0,12,,,,
2020-10-14,NH,9349.0,292270.0,458.0,8068.0,70,3699,2,513452.0,5373,19.0,760.0,2,,245.0,,
2020-10-14,NJ,216023.0,3820844.0,16191.0,35580.0,938,63344,9,4036867.0,64282,699.0,23977.0,0,168.0,,58.0,
2020-10-14,NM,33713.0,977607.0,918.0,18960.0,351,8063,3,1011320.0,8414,125.0,3758.0,23,,,,
2020-10-14,NV,87314.0,660104.0,1691.0,2293.0,479,3262,17,1124508.0,9592,519.0,,0,133.0,,64.0,
2020-10-14,NY,477940.0,11864240.0,25605.0,77870.0,1232,110512,7,12342180.0,111744,938.0,89995.0,0,201.0,,100.0,
2020-10-14,OH,173665.0,3552987.0,5033.0,145969.0,2039,25872,16,3726652.0,27911,1042.0,16716.0,151,268.0,3464.0,140.0,
2020-10-14,OK,102615.0,1283054.0,1132.0,87575.0,1122,10831,13,1385669.0,11953,749.0,7529.0,264,289.0,,,
2020-10-14,OR,38160.0,723392.0,608.0,5870.0,380,9895,3,761552.0,10275,202.0,2848.0,31,50.0,,20.0,
2020-10-14,PA,175922.0,2074729.0,8411.0,140737.0,1276,14636,27,2250651.0,15912,749.0,,0,,,91.0,
2020-10-14,PR,27629.0,305972.0,742.0,24788.0,490,0,4,333601.0,490,343.0,,0,53.0,,37.0,
2020-10-14,RI,27164.0,355899.0,1147.0,2481.0,204,2165,8,912259.0,6610,131.0,2984.0,23,13.0,,4.0,
2020-10-14,SC,159809.0,1366756.0,3593.0,79781.0,926,14158,17,1526565.0,15084,792.0,9735.0,81,204.0,,91.0,
2020-10-14,SD,30215.0,192106.0,291.0,23320.0,876,1043,3,222321.0,1919,303.0,1963.0,52,,,,
2020-10-14,TN,220538.0,3023283.0,2828.0,198465.0,1709,16488,31,3243821.0,18197,1301.0,9371.0,62,354.0,,161.0,
2020-10-14,TX,805082.0,6262594.0,16717.0,711438.0,4667,50986,95,7067676.0,55653,4131.0,,0,1237.0,,,
2020-10-14,UT,88963.0,828058.0,527.0,65472.0,1144,6753,5,1206166.0,11745,269.0,4460.0,77,97.0,991.0,,396.0
2020-10-14,VA,161610.0,2152330.0,3381.0,18747.0,805,11125,9,2304369.0,11807,1007.0,19754.0,98,230.0,,102.0,
2020-10-14,VI,1328.0,20859.0,20.0,1293.0,3,122,0,22187.0,125,,,0,,,,
2020-10-14,VT,1889.0,173367.0,58.0,1678.0,3,693,0,335448.0,1420,0.0,,0,,,,
2020-10-14,WA,94775.0,2029133.0,2211.0,,0,0,0,2123908.0,0,279.0,7874.0,0,,,26.0,
2020-10-14,WI,167082.0,1568389.0,1547.0,125411.0,3323,11435,29,2746785.0,27206,1017.0,8754.0,153,246.0,1304.0,,
2020-10-14,WV,18818.0,630647.0,391.0,13815.0,263,4536,4,649465.0,4799,180.0,,0,61.0,,28.0,
2020-10-14,WY,8177.0,102849.0,57.0,6261.0,213,-3030,0,111026.0,-2817,45.0,352.0,9,,,,
2020-10-13,AK,11039.0,503750.0,60.0,5909.0,155,8707,0,514789.0,8862,59.0,,0,,,8.0,
2020-10-13,AL,167193.0,1074124.0,2665.0,71240.0,1117,5737,0,1221207.0,6597,823.0,18440.0,261,,1896.0,,1072.0
2020-10-13,AR,94167.0,1073314.0,1611.0,84804.0,680,7118,25,1162665.0,7599,601.0,6069.0,109,246.0,,105.0,747.0
2020-10-13,AS,0.0,1616.0,0.0,,0,0,0,1616.0,0,,,0,,,,
2020-10-13,AZ,226734.0,1359347.0,5767.0,37403.0,684,6286,8,1581151.0,6951,706.0,20312.0,55,146.0,,88.0,
2020-10-13,CA,852406.0,15481311.0,16581.0,,2378,139998,9,16333717.0,142376,3060.0,,0,748.0,,,
2020-10-13,CO,79037.0,949672.0,1998.0,6869.0,576,5569,0,1571329.0,11150,370.0,7915.0,22,,,,
2020-10-13,CT,61697.0,1848651.0,4533.0,9522.0,320,13084,1,1910348.0,13404,172.0,11845.0,0,,,,
2020-10-13,DC,16068.0,427013.0,637.0,12583.0,46,4216,0,443081.0,4262,88.0,,0,25.0,,7.0,
2020-10-13,DE,22394.0,293358.0,659.0,11588.0,105,1366,3,486901.0,5460,112.0,,0,19.0,,,
2020-10-13,FL,729591.0,4854675.0,15722.0,,2657,23416,123,8771490.0,53779,2127.0,46753.0,212,,,,
2020-10-13,GA,333304.0,2847244.0,7454.0,,993,11429,25,3180538.0,12422,1753.0,29762.0,106,,5523.0,,
2020-10-13,GU,3266.0,53102.0,61.0,2190.0,96,582,1,56368.0,678,62.0,,0,13.0,,4.0,
2020-10-13,HI,13712.0,295153.0,169.0,10781.0,42,0,0,456118.0,1405,103.0,939.0,4,34.0,,18.0,
2020-10-13,IA,96338.0,728531.0,1485.0,78136.0,529,2200,13,824869.0,2729,463.0,,0,114.0,,44.0,
2020-10-13,ID,48663.0,294340.0,510.0,24523.0,597,1783,3,338000.0,2330,187.0,2058.0,17,54.0,481.0,,
2020-10-13,IL,327781.0,6086511.0,9272.0,,2851,53142,29,6414292.0,55993,1848.0,,0,406.0,,160.0,
2020-10-13,IN,138104.0,1365819.0,3822.0,103722.0,1549,6522,27,2421127.0,27395,1288.0,14115.0,131,382.0,2808.0,132.0,
2020-10-13,KS,67862.0,504219.0,771.0,2301.0,0,0,0,572081.0,0,355.0,3239.0,0,111.0,890.0,42.0,274.0
2020-10-13,KY,81691.0,1520925.0,1269.0,13986.0,761,25439,14,1591005.0,25908,704.0,6259.0,138,170.0,1595.0,,
2020-10-13,LA,175329.0,2337518.0,5679.0,157873.0,682,19900,10,2512847.0,20582,573.0,,0,,,68.0,
2020-10-13,MA,140412.0,2306329.0,9630.0,116364.0,749,13112,13,4857515.0,42116,514.0,12899.0,17,87.0,,27.0,
2020-10-13,MD,132343.0,1618966.0,4012.0,7744.0,482,8392,9,2934933.0,18713,402.0,16150.0,43,102.0,,,
2020-10-13,ME,5780.0,508498.0,143.0,5006.0,28,23112,0,514278.0,23140,8.0,463.0,0,3.0,,0.0,
2020-10-13,MI,152862.0,3946697.0,7255.0,104271.0,1466,36996,30,4099559.0,38462,899.0,,0,230.0,,95.0,
2020-10-13,MN,114574.0,1486287.0,2204.0,102624.0,1135,9974,7,2355124.0,18002,481.0,8500.0,79,134.0,2328.0,,
2020-10-13,MO,144230.0,1303437.0,2422.0,,0,0,0,2075699.0,0,1313.0,,0,,,,
2020-10-13,MP,77.0,15121.0,2.0,29.0,0,0,0,15198.0,0,,4.0,0,,,,
2020-10-13,MS,105941.0,704655.0,3115.0,94165.0,713,0,14,810596.0,713,600.0,6237.0,0,145.0,,69.0,
2020-10-13,MT,19611.0,390040.0,217.0,11620.0,486,8707,5,409651.0,9193,294.0,911.0,7,,,,
2020-10-13,NC,234481.0,3210102.0,3816.0,206471.0,1734,25035,43,3444583.0,26769,1103.0,,0,306.0,,,
2020-10-13,ND,28245.0,233500.0,260.0,23288.0,508,898,14,696068.0,5019,206.0,1126.0,27,41.0,255.0,,
2020-10-13,NE,52839.0,462654.0,522.0,36734.0,457,3098,3,734692.0,6270,299.0,2543.0,17,,,,
2020-10-13,NH,9279.0,288571.0,456.0,8036.0,136,4138,0,508079.0,10169,17.0,758.0,6,,241.0,,
2020-10-13,NJ,215085.0,3757500.0,16182.0,35509.0,988,0,7,3972585.0,988,649.0,23977.0,71,160.0,,58.0,
2020-10-13,NM,33362.0,969544.0,915.0,18791.0,379,5154,4,1002906.0,5533,127.0,3735.0,25,,,,
2020-10-13,NV,86835.0,656842.0,1674.0,2284.0,487,2022,10,1114916.0,7424,505.0,,0,130.0,,61.0,
2020-10-13,NY,476708.0,11753728.0,25598.0,77755.0,1393,97677,11,12230436.0,99070,923.0,89995.0,0,181.0,,90.0,
2020-10-13,OH,171626.0,3527115.0,5017.0,144903.0,1447,35370,12,3698741.0,36817,1016.0,16565.0,123,271.0,3447.0,134.0,
2020-10-13,OK,101493.0,1272223.0,1119.0,86502.0,1309,31705,15,1373716.0,33014,760.0,7265.0,-19,277.0,,,
2020-10-13,OR,37780.0,713497.0,605.0,5870.0,313,5709,6,751277.0,6022,210.0,2817.0,13,47.0,,19.0,
2020-10-13,PA,174646.0,2060093.0,8384.0,139716.0,1342,15387,16,2234739.0,16729,773.0,,0,,,83.0,
2020-10-13,PR,27139.0,305972.0,738.0,24552.0,135,0,3,333111.0,135,303.0,,0,54.0,,34.0,
2020-10-13,RI,26960.0,353734.0,1139.0,2463.0,129,1465,2,905649.0,5855,126.0,2961.0,0,13.0,,4.0,
2020-10-13,SC,158883.0,1352598.0,3576.0,79110.0,828,12836,17,1511481.0,13664,745.0,9654.0,54,201.0,,90.0,
2020-10-13,SD,29339.0,191063.0,288.0,23007.0,414,744,0,220402.0,1158,303.0,1911.0,25,,,,
2020-10-13,TN,218829.0,3006795.0,2797.0,196940.0,1147,12757,23,3225624.0,13904,1245.0,9309.0,61,339.0,,156.0,
2020-10-13,TX,800415.0,6211608.0,16622.0,708349.0,5289,55340,64,7012023.0,60629,4053.0,,0,1237.0,,,
2020-10-13,UT,87819.0,821305.0,522.0,64583.0,987,7140,0,1194421.0,8603,254.0,4383.0,52,90.0,984.0,,392.0
2020-10-13,VA,160805.0,2141205.0,3372.0,18657.0,1235,19684,11,2292562.0,20720,999.0,19656.0,152,200.0,,98.0,
2020-10-13,VI,1325.0,20737.0,20.0,1289.0,0,117,0,22062.0,117,,,0,,,,
2020-10-13,VT,1886.0,172674.0,58.0,1673.0,10,835,0,334028.0,1460,5.0,,0,,,,
2020-10-13,WA,94775.0,2029133.0,2211.0,,1740,60730,21,2123908.0,62470,279.0,7874.0,88,,,26.0,
2020-10-13,WI,163759.0,1556954.0,1518.0,123196.0,3428,11262,34,2719579.0,29967,959.0,8601.0,147,243.0,1287.0,,
2020-10-13,WV,18555.0,626111.0,387.0,13481.0,274,4958,2,644666.0,5232,181.0,,0,61.0,,35.0,
2020-10-13,WY,7964.0,105879.0,57.0,6181.0,162,2703,3,113843.0,2865,46.0,343.0,5,,,,
2020-10-12,AK,10884.0,495043.0,60.0,5802.0,198,2732,0,505927.0,2930,52.0,,0,,,8.0,
2020-10-12,AL,166076.0,1068387.0,2665.0,71240.0,734,3970,1,1214610.0,4603,856.0,18179.0,0,,1892.0,,1068.0
2020-10-12,AR,93487.0,1066196.0,1586.0,84055.0,654,7844,17,1155066.0,8412,608.0,5960.0,50,256.0,,103.0,737.0
2020-10-12,AS,0.0,1616.0,0.0,,0,0,0,1616.0,0,,,0,,,,
2020-10-12,AZ,226050.0,1353061.0,5759.0,37287.0,475,7567,0,1574200.0,8035,667.0,20257.0,4,155.0,,80.0,
2020-10-12,CA,850028.0,15341313.0,16572.0,,3449,140888,8,16191341.0,144337,3070.0,,0,736.0,,,
2020-10-12,CO,78461.0,944103.0,1998.0,6835.0,819,9572,0,1560179.0,19017,383.0,7893.0,14,,,,
2020-10-12,CT,61377.0,1835567.0,4532.0,9522.0,1339,99066,2,1896944.0,100405,155.0,11845.0,0,,,,
2020-10-12,DC,16022.0,422797.0,637.0,12539.0,38,2614,0,438819.0,2652,87.0,,0,21.0,,12.0,
2020-10-12,DE,22289.0,291992.0,656.0,11493.0,159,3552,2,481441.0,6265,105.0,,0,25.0,,,
2020-10-12,FL,726934.0,4831259.0,15599.0,,1519,15219,47,8717711.0,36802,2206.0,46541.0,91,,,,
2020-10-12,GA,332311.0,2835815.0,7429.0,,902,16185,13,3168116.0,17087,1666.0,29656.0,21,,5514.0,,
2020-10-12,GU,3170.0,52520.0,60.0,2189.0,92,627,0,55690.0,719,65.0,,0,12.0,,,
2020-10-12,HI,13670.0,295153.0,169.0,10750.0,101,0,1,454713.0,0,103.0,935.0,6,34.0,,18.0,
2020-10-12,IA,95809.0,726331.0,1472.0,76611.0,463,2217,12,822140.0,2680,449.0,,0,109.0,,39.0,
2020-10-12,ID,48066.0,292557.0,507.0,24304.0,365,1488,0,335670.0,1831,192.0,2041.0,10,45.0,479.0,,
2020-10-12,IL,324930.0,6033369.0,9243.0,,2742,44837,13,6358299.0,47579,1764.0,,0,377.0,,153.0,
2020-10-12,IN,136555.0,1359297.0,3795.0,102769.0,1574,8096,6,2393732.0,6347,1238.0,13984.0,124,346.0,2780.0,122.0,
2020-10-12,KS,67862.0,504219.0,771.0,2301.0,2055,9837,8,572081.0,11892,355.0,3239.0,54,111.0,890.0,42.0,274.0
2020-10-12,KY,80930.0,1495486.0,1255.0,13615.0,638,27753,3,1565097.0,28922,672.0,6121.0,27,180.0,1590.0,,
2020-10-12,LA,174647.0,2317618.0,5669.0,157873.0,60,3337,14,2492265.0,3397,577.0,,0,,,70.0,
2020-10-12,MA,139663.0,2293217.0,9617.0,116364.0,760,18036,13,4815399.0,67395,501.0,12882.0,11,82.0,,32.0,
2020-10-12,MD,131861.0,1610574.0,4003.0,7738.0,504,10087,4,2916220.0,23955,384.0,16107.0,49,93.0,,,
2020-10-12,ME,5752.0,485386.0,143.0,4998.0,29,0,0,491138.0,29,7.0,463.0,0,5.0,,0.0,
2020-10-12,MI,151396.0,3909701.0,7225.0,104271.0,1932,48856,6,4061097.0,50788,899.0,,0,230.0,,105.0,
2020-10-12,MN,113439.0,1476313.0,2197.0,101376.0,1171,9857,3,2337122.0,18312,446.0,8421.0,67,140.0,2311.0,,
2020-10-12,MO,144230.0,1303437.0,2422.0,,0,0,0,2075699.0,0,1313.0,,0,,,,
2020-10-12,MP,77.0,15121.0,2.0,29.0,0,0,0,15198.0,0,,4.0,0,,,,
2020-10-12,MS,105228.0,704655.0,3101.0,94165.0,296,0,0,809883.0,296,600.0,6237.0,184,136.0,,59.0,
2020-10-12,MT,19125.0,381333.0,212.0,11481.0,423,9777,2,400458.0,10200,291.0,904.0,12,,,,
2020-10-12,NC,232747.0,3185067.0,3773.0,206471.0,1276,28288,3,3417814.0,29564,1109.0,,0,314.0,,,
2020-10-12,ND,27737.0,232602.0,246.0,22846.0,472,831,12,691049.0,5338,233.0,1099.0,23,33.0,250.0,,
2020-10-12,NE,52382.0,459556.0,519.0,36446.0,495,2522,0,728422.0,5172,304.0,2526.0,0,,,,
2020-10-12,NH,9143.0,284433.0,456.0,8002.0,51,1074,1,497910.0,4801,22.0,752.0,2,,238.0,,
2020-10-12,NJ,214097.0,3757500.0,16175.0,35464.0,469,56356,1,3971597.0,56825,662.0,23906.0,12,163.0,,52.0,
2020-10-12,NM,32983.0,964390.0,911.0,18680.0,261,7460,4,997373.0,7721,120.0,3710.0,6,,,,
2020-10-12,NV,86348.0,654820.0,1664.0,2270.0,569,2295,3,1107492.0,2265,509.0,,0,136.0,,56.0,
2020-10-12,NY,475315.0,11656051.0,25587.0,77631.0,1029,90764,13,12131366.0,91793,878.0,89995.0,0,185.0,,84.0,
2020-10-12,OH,170179.0,3491745.0,5005.0,143826.0,1430,37173,6,3661924.0,38603,949.0,16442.0,43,242.0,3434.0,123.0,
2020-10-12,OK,100184.0,1240518.0,1104.0,85265.0,797,0,6,1340702.0,797,758.0,7284.0,46,276.0,,,
2020-10-12,OR,37467.0,707788.0,599.0,5870.0,205,3817,0,745255.0,4022,220.0,2804.0,63,55.0,,21.0,
2020-10-12,PA,173304.0,2044706.0,8368.0,140376.0,1088,11061,18,2218010.0,12149,725.0,,0,,,81.0,
2020-10-12,PR,27004.0,305972.0,735.0,24488.0,228,0,5,332976.0,228,314.0,,0,54.0,,36.0,
2020-10-12,RI,26831.0,352269.0,1137.0,2463.0,81,1169,3,899794.0,3344,126.0,2961.0,11,13.0,,4.0,
2020-10-12,SC,158055.0,1339762.0,3559.0,78431.0,649,12510,7,1497817.0,13159,684.0,9600.0,22,177.0,,87.0,
